trail_id,name,popularity,length,elevation_gain,difficulty_rating,num_reviews,gpt_rating,feature_wildlife,feature_beach,feature_cave,feature_waterfall,feature_paved,feature_lake,feature_historic-site,feature_dogs-leash,feature_views,feature_dogs,feature_strollers,feature_forest,feature_hot-springs,feature_wild-flowers,feature_ada,feature_city-walk,feature_dogs-no,feature_river,feature_kids,feature_partially-paved,feature_rails-trails,activity_skiing,activity_cross-country-skiing,activity_off-road-driving,activity_nature-trips,activity_surfing,activity_birding,activity_fly-fishing,activity_fishing,activity_walking,activity_sea-kayaking,activity_canoeing,activity_snowshoeing,activity_trail-running,activity_whitewater-kayaking,activity_camping,activity_bike-touring,activity_backpacking,activity_hiking,activity_scenic-driving,activity_snowboarding,activity_paddle-sports,activity_mountain-biking,activity_horseback-riding,activity_road-biking,activity_ice-climbing,activity_rock-climbing,activity_rails-trails,steepness,gain_x_length,gain_x_steepness,length_x_steepness,elevation_gain_sq,length_sq,steepness_sq,log_elevation_gain,log_length,sqrt_elevation_gain,sqrt_length,steepness_bin,route_type_out and back,route_type_point to point
10265252,McKinley Bar Trail,5.6536,7402.964,295.9608,1,17,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039978689562749886,2190987.1478112,11.832124945943107,295.96079960021314,87592.79513664001,54803875.985295996,0.0015982956191547266,5.693600143559724,8.909770811444938,17.20351126950542,86.0404788457154,0,True,False
10333556,Tiaga Loop and Horseshoe Lake Trail to Beaver Dam,4.6043,4828.02,158.8008,3,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03289149582459995,766693.4384160001,5.223195850143132,158.80079967108506,25217.69408064,23309777.120400004,0.001081850497579676,5.073928039577465,8.482398827509199,12.601618943611967,69.48395498242742,0,False,False
10265251,Blueberry Hill Trail,4.1956,1448.406,46.9392,3,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03240748773197924,67987.0189152,1.52118154814892,46.939199675925124,2203.28849664,2097879.940836,0.0010502452610983849,3.869933541340926,7.278909096310604,6.851218869661077,38.057929528548975,0,True,False
10393562,Stampede Trail to Sushana River,3.958,61476.788,1292.9616,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02103170386503737,79487126.1753408,27.193185480064905,1292.961599789683,1671749.6990745603,3779395462.796944,0.00044233256746662787,7.165463799195483,11.026431217825044,35.95777523707495,247.94513102700768,0,True,False
10262541,Bartlett Cove Forest Loop Trail,3.8939,1770.274,33.8328,1,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019111617641610183,59893.32618719999,0.6465995373450689,33.83279980888382,1144.65835584,3133870.035076,0.00036525392887910553,3.550559471614757,7.479454340666092,5.816596943230638,42.074624181328105,0,False,False
10358126,Exit Glacier Trail,3.6654,6759.228,538.8864,5,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07972602776570634,3642456.0436992,42.96327208896153,538.8863992027398,290398.55210495996,45687163.155984,0.006356239503298178,6.291358747056999,8.818811896278891,23.213926854369124,82.21452426426853,0,True,False
10236078,Jonesville Trail,3.4891,1448.406,52.7304,1,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036405814140470186,76375.02774240001,1.9196931419526493,52.73039963594186,2780.4950841600003,2097879.940836,0.0013253833032304588,3.9839789493435793,7.278909096310604,7.261570078158029,38.057929528548975,0,True,False
10343441,Roadside Trail,3.3846,5471.756,214.884,1,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03927148791124551,1175792.816304,8.438814408320079,214.8839996072851,46175.133455999996,29940113.723536003,0.0015422497627631023,5.374741226391089,8.6075376076542,14.658922197760653,73.97131876612718,0,True,False
10023165,Quigley Ridge Trail,3.304,14644.994,730.9104,3,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04990854892128426,10704178.4225376,36.47867745547545,730.9103995009145,534230.01282816,214475849.26003602,0.0024908632554282244,6.5956581020977,9.591922129952762,27.03535463055737,121.01650300682135,0,True,False
10333569,Bison Gulch to Denali Visitors Center,2.7746,15771.532,1385.9256,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0878751410529585,21858169.9500192,121.78840758890615,1385.9255991212488,1920789.7687353601,248741221.62702397,0.007722040415077353,7.23484477792441,9.666025225090584,37.22802170408737,125.58476022193139,0,False,True
10347459,Brooks Falls,2.4937,4667.086,63.7032,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013649459183633087,297308.3128752,0.8695142282668153,63.70319986350541,4058.0976902400002,21781691.731396,0.00018630773600566562,4.1698106593255275,8.448504416544367,7.981428443580761,68.31607424318233,0,True,False
10302108,Bartlett River Trail,2.33,11104.446,266.7,1,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024017407060183456,2961555.7482,6.405442462950927,266.6999997598259,71128.89,123308720.966916,0.0005768358418945501,5.589866950526307,9.315190897611203,16.330952207388275,105.37763519836645,0,True,False
10333558,McKinley Station and Morino Loop Trail,2.0877,1448.406,33.8328,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023358643754868152,49003.630516799996,0.7902883224297031,33.83279976641356,1144.65835584,2097879.940836,0.000545626238066841,3.550559471614757,7.278909096310604,5.816596943230638,38.057929528548975,0,False,False
10513937,Dumpling Mountain,2.0328,4828.02,225.8568,3,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0467804192054291,1090441.147536,10.56567578439676,225.85679953219582,51011.29410624,23309777.120400004,0.0021884076210356798,5.424318981415613,8.482398827509199,15.028532862525203,69.48395498242742,0,True,False
10333557,Spruce Tree Trail,1.8986,643.736,23.7744,1,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03693190940180588,15304.4371584,0.8780339868822937,23.774399630680907,565.22209536,414396.037696,0.0013639659320631974,3.209810861961137,6.468840930683131,4.875899916938411,25.37195301903265,0,False,False
10302122,Bartlet Lake Trail,1.86,9495.106,141.732,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01492684756238967,1345760.363592,2.1156119587126128,141.7319998507315,20087.959824,90157037.951236,0.00022281077815081843,4.960968746014602,9.158637098821979,11.90512494684537,97.44283452363237,0,True,False
10265266,Eldorado Creek Trail,1.803,13679.39,397.764,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029077612357658048,5441168.88396,11.566027401831496,397.7639997092239,158216.199696,187125710.77209997,0.000845507540422228,5.988369763200591,9.523718699542103,19.944021660638057,116.958924413659,0,True,False
10302112,Tlingit Trail,1.3701,1770.274,19.812,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011191487808150108,35072.668488,0.22172575645506995,19.811999888085122,392.515344,3133870.035076,0.0001252493993599725,3.0355297434280573,7.479454340666092,4.451067287741222,42.074624181328105,0,True,False
10302114,Point Gustavus,1.3415,20116.75,117.9576,3,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005863650934736649,2372923.5498,0.6916621914992918,117.95759994136348,13913.99539776,404683630.5625,3.438240228443798e-05,4.778767127099696,9.909357788934498,10.860828697663912,141.83352918122006,0,True,False
10187810,Bright Angel Trail to Bright Angel Campground and River Trail,37.4791,28485.318,1525.8288,5,670,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05356544727583331,43463718.5815584,81.73170213834801,1525.8287994643456,2328153.52690944,811413341.561124,0.002869257141860078,7.33094818367457,10.257179180810724,39.061858634734726,168.77594022845793,0,True,False
10016964,South Kaibab Trail to Cedar Ridge,36.2709,4988.954,358.7496,3,489,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07190878073458128,1789785.2519184,25.797246325018737,358.74959928091215,128701.27550015999,24889662.014115997,0.005170872746734088,5.885408233883607,8.5151819702662,18.94068636559932,70.63252791738378,0,True,False
10237812,Three-Mile Resthouse via Bright Angel Trail,33.256,8690.436,635.8128,5,454,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07316235908858618,5525490.446380801,46.51756438671943,635.8127992683765,404257.91664384,75523677.870096,0.005352730787407228,6.456475734830674,9.070093452018405,25.21532867126661,93.22250801174575,0,True,False
10245012,"South Kaibab, Phantom Ranch, and Bright Angel Trail Loop ",31.6323,26875.978,1400.8608,5,519,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05212315620584183,37649504.0418624,73.01728630104054,1400.8607994787683,1962410.9809766398,722318193.456484,0.0027168234128585873,7.2455557759320435,10.199025362721617,37.428075023970976,163.93894595244902,0,False,True
10265905,South Kaibab Trail to Ooh Aah Point,28.8685,2896.812,210.9216,3,455,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07281162853229127,611000.2219392001,15.357545188636527,210.92159927188374,44487.921346560004,8391519.763344,0.005301533249524372,5.356216394954188,7.971711248450585,14.523140156316058,53.82204009511345,0,True,False
10266148,Grand Canyon Rim Trail,28.2035,8690.436,106.9848,1,342,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012310636644340244,929744.5573728001,1.3170509992674122,106.98479987689365,11445.747431040001,75523677.870096,0.00015155177458897284,4.681990476478572,9.070093452018405,10.343345686962222,93.22250801174575,0,True,False
10094721,Rim-to-Rim: North Kaibab to Grand Canyon Village,24.0229,34761.744,1614.8304,5,217,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046454240027067044,56134320.9682176,75.01571900460469,1614.8303995354577,2607677.22076416,1208378845.921536,0.002157996416492358,7.387604283078303,10.45630151757548,40.1849524075866,186.4450160234915,0,False,True
10026816,Shoshone Point Trail,22.7206,3379.614,45.72,1,224,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013528172112175614,154515.95208,0.6185080289686691,45.719999864718275,2090.3184,11421790.788996,0.00018301144069664602,3.8441723385199715,8.1258126287842,6.761656601750786,58.134447619290235,0,True,False
10235665,Plateau Point Trail via Bright Angel Trail,22.5006,19633.948,961.9488,5,262,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048994160497423056,18886852.7178624,47.129873897503515,961.9487995100584,925345.49382144,385491914.06670403,0.00240042776284725,6.870000243198823,9.885066318676543,31.015299450432522,140.12119040316495,0,True,False
10266521,South Kaibab Trail to Skeleton Point,22.1688,8690.436,602.8944,5,229,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06937447089032764,5239415.1979584,41.82548000274155,602.8943993062553,363481.65755136,75523677.870096,0.004812817211312917,6.403399348212407,9.070093452018405,24.553908039251105,93.22250801174575,0,True,False
10016127,Grand Canyon West Rim Trail,21.652,20599.552,169.7736,1,158,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008241616124349881,3497260.1014272,1.3992088392489268,169.77359991758385,28823.075256959997,424341542.600704,6.792423634114396e-05,5.140338702663068,9.933073150535169,13.0297198741953,143.52544025363588,0,False,True
10034910,Bridal Wreath Falls Trail,20.8545,9012.304,326.7456,3,259,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0362555013276788,2944730.6778624,11.846325534613207,326.74559963744497,106762.68711936001,81221623.388416,0.0013144613765213194,5.792237697687181,9.106456987045625,18.07610577530459,94.93315543054491,0,True,False
10337353,1.5 Mile Resthouse via Bright Angel Trail,20.0835,4667.086,349.9104,3,238,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07497406288426212,1633061.9290944,26.23420433345731,349.91039925025933,122437.28802816,21781691.731396,0.00562111010537329,5.860530920223495,8.448504416544367,18.705892119864263,68.31607424318233,0,True,False
10013850,Bright Angel Point Trail,19.8228,1448.406,43.8912,1,142,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03030310541172085,63572.277427199995,1.330039660246922,43.89119969696895,1926.4374374399997,2097879.940836,0.0009182781975938653,3.8042417844481307,7.278909096310604,6.625043396084285,38.057929528548975,0,True,False
10031380,Wasson Peak Trail,18.8699,12713.786,567.8424,3,229,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044663517189400925,7219426.7553264,25.361838793270675,567.8423995533649,322444.99123776,161640354.453796,0.001994829767727912,6.343603418608176,9.450520847199446,23.829443971691827,112.7554255900797,0,False,False
10304374,Indian Garden via Bright Angel Trail,16.7412,13196.588,896.7216,5,61,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06795101880277613,11833665.5059008,60.93314630245549,896.7215993204898,804109.62790656,174149934.841744,0.004617340956335234,6.799859997963646,9.487789364605073,29.94531015033907,114.87640314703451,0,True,False
10236025,Blue Mesa Trail,15.5733,1448.406,32.9184,1,163,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022727329058790637,47679.208070399996,0.7481473088888937,32.91839977272671,1083.62105856,2097879.940836,0.0005165314861465493,3.523957639999851,7.278909096310604,5.737455882183322,38.057929528548975,0,False,False
10013966,King Canyon Trail to Wasson Peak,15.5,11426.314,560.832,3,135,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04908249497687312,6408242.533248,27.527033822869708,560.831999509175,314532.53222399997,130560651.626596,0.002409091313154775,6.331202872820158,9.343761733547511,23.681891816322445,106.8939380881816,0,True,False
10004120,Grandview Trail Loop,14.8144,18668.344,1188.72,7,62,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06367570682023231,22191433.87968,75.69258621134655,1188.719999363243,1413055.2384000001,348507067.702336,0.00405459563905618,7.081473264301924,9.834638099335711,34.47781895654074,136.63214848636466,0,False,False
10006500,Hermit Trail,14.7746,24783.836,1567.8912,5,88,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06326265229350991,38858358.3666432,99.18895581965401,1567.8911993673735,2458282.81503744,614238526.8748959,0.004002163175209535,7.358124406797748,10.117987293527396,39.59660591515389,157.4288283638038,0,True,False
10259347,Grandview Point to Horseshoe Mesa Trail,14.7248,8851.37,726.948,3,97,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0821283032094147,6434485.718760001,59.70300576147759,726.947999178717,528453.394704,78346750.87690002,0.006745058188057556,6.590229617074115,9.088440498761033,26.961973221557802,94.08171979720609,0,True,False
10041313,North Kaibab Trail to Roaring Springs,14.6866,13518.456,1071.9816,5,80,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0792976357068458,14491536.092409601,85.00560640124169,1071.9815992070237,1149144.5507385603,182748652.623936,0.006288115028695625,6.978196594301001,9.511885112101048,32.74113009656203,116.26889523858047,0,True,False
10244240,Wasson Peak via Sweetwater Trail,14.3846,14966.862,637.9464,5,161,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04262392474613321,9548055.7321968,27.191779345666596,637.9463995737608,406975.60927296005,224006958.12704396,0.001816798960764027,6.459820569795159,9.613660648242798,25.257600836183947,122.33912701993586,0,True,False
10111405,Douglas Spring Trail,14.3478,26715.044,1139.952,3,95,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042670788772546736,30453867.837888002,48.6426510028422,1139.9519995732921,1299490.562304,713693575.921936,0.0018207962144713005,7.03961828061609,10.193019562797307,33.763175206132495,163.44737379352415,0,True,False
10286650,South Kaibab Trail to Phantom Ranch,13.8468,21565.156,1496.8728,5,73,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06941163788965328,32280295.4441568,103.9003927604714,1496.8727993058837,2240628.1793798404,465055953.30433595,0.004817975474524351,7.31180124725421,9.978880513024313,38.68944041983549,146.850795026789,0,True,False
10031336,Widforss Trail,13.3343,14644.994,315.7728,3,100,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02156182513863657,4624490.761363201,6.808637897137658,315.77279978438173,99712.46121984001,214475849.26003602,0.00046491230330913995,5.758184797668353,9.591922129952762,17.76999718626877,121.01650300682135,0,True,False
10031337,Transept Trail,12.6285,4667.086,85.9536,3,85,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018416973635332682,401152.8432096,1.583005185061931,85.95359981583027,7388.021352959999,21781691.731396,0.0003391849178845391,4.46537464304844,8.448504416544367,9.271116437624974,68.31607424318233,0,True,False
