trail_id,name,difficulty_rating
10258341,Bear Gulch Day Use Area to Reservoir via Rim Trail,2
10252968,Split Rock Loop Trail,2
10235919,Sentinel Meadow Cook's Meadow Loop Trail,2
10111890,Black Rock Canyon to Panorama Loop Trail,3
10034225,Mineral King to Little Five Lakes Trail,4
10235927,Illilouette Falls Trail,2
10027315,Dante's View Trail,2
10027540,Big Baldy Ridge Trail,3
10031434,Tuolumne Meadows to Glen Aulin High Sierra Camp,3
10033216,Telescope Peak Trail,4
10036262,Mount Langley,4
10032041,Hetch Hetchy Trail to Rancheria Falls,4
10243572,Valley Floor Loop Trail,3
10011461,Golden Canyon Trail to Red Cathedral,2
10006763,Lembert Dome Loop,2
10016234,Little Baldy Trail,2
10235911,Inspiration Point Trail,2
10013938,High Peaks Trail,3
10273406,Mirror Lake from Shuttle Stop 17,2
10039812,Ten Lakes Trail,4
10259118,Hanging Rock Trail,1
10236157,Mill Creek Falls Trail,2
10031432,Olmsted Point Nature Trail,1
10260204,Golden Canyon and Gower Gulch Loop via Zabriskie Point,3
10259901,Manzanita Lake Loop,2
10037318,High Sierra Trail to Hamilton Lakes,4
10027534,Sugar Bowl - Redwood Creek Loop,3
10026939,"Hart Tree, Fallen Goliath, Redwood Creek Loop",3
10031637,Devil's Kitchen Trail,2
10034281,Mosaic Canyon Trail,2
10259433,High Peaks & Balconies Cave Loop Trail,3
10136861,Boy Scout Trail To Willow Hole Extended Route,4
10015097,Moses Spring Trail to Bear Gulch Reservoir,1
10008947,Old Pinnacles Trail to Balconies,3
10291879,Zumwalt Meadow Loop Trail,1
10414200,Mirror Lake Paved Trail,1
10035721,Potato Harbor Trail,2
10026944,Muir Grove Trail,2
10037326,Monarch Lakes Trail,3
10269473,The Maze Loop,2
10028456,Death Valley Natural Bridge Road,2
10294476,Roaring River Falls Trail,1
10022095,Hidden Beach and False Klamath Rock,3
10294375,Grizzly Falls,1
10022595,Darwin Falls Trail via Old Toll Road,2
10034189,Smugglers Cove Trail,3
10013268,Balconies Trail,3
10381604,Grizzly Giant Loop Trail,2
10260515,Sawtooth Pass Trail,4
10018534,Kibbie Lake Trail,4
10017427,Gaylor Lakes Trail,2
10016528,Juniper Canyon Trail to High Peaks,2
10036072,Wall Street Mill Trail,2
10279543,Eagle View Trail,1
10235925,Dewey Point Trail,3
10009508,Gower Gulch Loop Trail,2
10236037,Desolation Canyon Trail,2
10031728,Redwood Creek Trail,3
10008916,John Muir Trail in Kings Canyon,4
10112073,Snow Creek Falls Trail,4
10028657,May Lake High Sierra Camp from Tioga Pass Road,3
10015707,Black Rock Canyon Trail to Warren Peak,3
10036243,Ladybug Camp Trail,3
10461398,El Capitan Loop,4
10235905,Artist Point Trail,2
10031465,Franklin Lakes Trail,4
10027494,Grand Canyon of the Tuolumne,4
10021742,Keys View Loop to Inspiration Point Trail,2
10026916,Young Lakes Trail Loop,4
10002434,May Lake,2
10235928,Elizabeth Lake Trail,2
10258447,Hetch Hetchy Loop via Lake Vernon,4
10257832,North View and Maze Trails,3
10257120,Panorama Trail to Little Yosemite Valley,4
10027530,Big Stump Loop Trail,1
10305598,Balconies Cave Trail,2
10035725,Sunrise Lakes Trail,4
10007611,Eagle Peak Trail,4
10259504,Tuolumne Meadows to Yosemite Valley Trail,4
10007625,Chaos Crags Trail,2
10026919,Lyell Canyon and Vogelsang Loop Trail,4
10259676,Lower Chilnualna Falls Trail,1
10035722,Scorpion Bay to Cavern Point Loop,1
10029616,Berdoo Canyon,3
10270277,Artists Drive,4
10026923,Mono Pass Trail,4
10258345,Balconies Trail to Machete Ridge,1
10033115,Ostrander Lake Trail,4
10280627,Tharp's Log Trail,2
10002313,Pohono Trail Glacier Point to Inspiration Point,4
10005777,High View Nature Trail,1
10026911,Yosemite Valley to Tuolumne Meadows Trail,4
10035749,Buena Vista Trail,2
10304804,Four Mile Trail to Panorama Trail Loop,4
10038502,Cluster Lakes Loop Trail,3
10026950,Lodgepole and Willow Meadow,2
10038340,Swinging Bridge Trail,1
10037285,Rancheria Falls Trail,4
10236154,Boiling Springs Lake Loop Trail,2
10028484,Joshua Tree National Park Geology OHV Tour Road,3
10268965,Nine Lakes Basin Loop Trail,4
10284283,Cold Boiling Lake Trail to Bumpass Hell Trail,3
10037327,Road's End to the Bailey Bridge,2
10287617,Yosemite Grand Tour,4
10026905,Wawona Meadow Loop Trail,2
10018535,Merced Grove Trail,2
10026904,West Valley Loop Trail,3
10261197,High Peaks and Bear Gulch Loop Trail,3
10031892,Desert Queen Mine and Eagle Cliff Boulder House,2
10233574,Bearpaw Meadow to Redwood Meadow Trail,4
10027342,Cap Rock and Gram Parsons Nature Trail,1
10036242,Sunset Rock,2
10271411,Devil's Golf Course,2
10111582,May Lake from Sunrise Lakes Trailhead,3
10031458,Paradise Creek Trail,3
10282051,Artist's Palette,1
10034206,North Grove Loop Trail,2
10298171,Tuolumne Meadow to Cathedral Pass,3
10017321,Indian Cove Campground Trail,1
10026964,Hotel Creek Trail to Cedar Grove Overlook,2
10028846,Ridge Lakes Trail,2
10282040,Hall of Horrors,1
10021734,Sidewinder Canyon,2
10041494,Terminal Geyser & Boiling Springs Lake,3
10032088,Crystal Lake via Sawtooth Pass Trail,4
10041388,Ranger Lake,4
10266358,Cottonwood-Marble Canyon Loop,4
10024737,Panamint Dunes Trail,2
10015881,Yosemite Creek Trail,3
10026002,Old Dale Road,4
10304683,Joshua Tree Boy Scout Trail,2
10269475,Eagle Cliff Mine,2
10032051,East Valley Floor Trail,2
10291166,Mineral King Loop,4
10034341,Echo Lake Trail,2
10261350,Lembert Dome Trail,2
10359466,Clouds Rest Loop,4
10266972,"Vernal, Nevada, and Illilouette Fall Route",4
10016346,Chalone Peak Trail,3
10292226,Bridalveil Falls from Southside Drive,1
10263609,Pohnono Trail to Sentinel Dome Trail Loop,2
10258337,Condor Gulch Trail To Overlook,2
10027809,Skunk Cabbage Trail,3
10019938,El Montanon Trail,3
10040347,Bearpaw Meadow to Hamilton Lake Trail,4
10288963,Crescent Meadow Loop Trail,1
10260887,Ubehebe and Little Hebe Crater Trail,2
10034024,Black Rock Canyon Trail,2
10028660,Pothole Dome Trail,1
10260286,Tuolumne River Loop: Dana and Lyell Forks,2
10478156,Panorama Trail,3
10005121,Potwisha Campground Trail,1
10235912,Stanford Point Trail,3
10027114,Paradise Meadow Trail,2
10021862,Salt Creek Interpretive Trail,1
10266346,Mount Williamson Trail,4
10005425,Dog Lake Trail,2
10027529,Park Ridge Trail Panoramic Point to Park Ridge Fire Lookout,2
10027557,First Mosquito Lake Trail,3
10288910,Dewey Point via McGurk Meadow Trail,3
10253165,Ryan Ranch Trail,1
10042336,Bubbs Creek Trail,4
10027717,"Kings Creek Falls, Bench Lake, and Sifford Lake Loop Trail",3
10243571,Butte Lake-Snag Lake-Cinder Cone Loop,4
10308382,Taft Point via Glacier Point,3
10042427,Cold Boiling Lake Trail,1
10259608,John Muir Trail: Tuolumne to Reds Meadow,4
10041363,The Pohono Trail from Inspiration Point,4
10252471,West Side Loop Trail,2
10028844,Sulphur Works,1
10259589,John Muir Trail: Happy Isles to Tuolumne Meadows,4
10032056,Soda Springs and Parsons Lodge Trail,1
10031454,Middle Fork Kaweah Falls from Hospital Rock,3
10259651,Pohono Trail: Glacier Point to Dewey Point,4
10236134,Yurok Loop Trail,2
10259009,Cottonwood Spring Nature Trail,1
10261858,Joshua Tree Peak Trail,2
10270718,Garrett's Arch,2
10271975,"Onion Valley, Kearsarge Pass, Forrester Pass, Shepherds Pass Backpacking Trip",4
10040395,Grotto Canyon,2
10036080,Pinkham Canyon OHV Road,3
10264714,PCT: CA Section I - Tuolumne Meadow to Sonora Pass,4
10038389,Onion Valley to Gardiner Lake,4
10039802,Santa Cruz Island: Pelican Bay And Prisoners Harbor Trails,3
10014917,East Anacapa Island Trail,2
10024732,Darwin Falls Trail,3
10268546,Merced Lake Loop Trail,4
10262771,Waterwheel Falls and Glen Aulin Trail,4
10035726,Murphy Creek Trail to Polly Dome Lake,3
10034188,Badger Pass to Glacier Point Trail,4
10018565,Copper Creek Trail,4
10264128,Valley Loop Trail,2
10290424,Mineral King: Black Rock Pass Loop,4
10003960,Bridalveil Creek Loop Trail,2
10037319,Seville Lake Trail,4
10031490,Horseshoe Meadow Trail,4
10284103,Pine City Trail,2
10029818,White Chief Canyon Trail,3
10273720,Happy Isles to Cloud's Rest Loop,4
10028852,"Terrace, Shadow, and Cliff Lakes",2
10267424,Contact Mine Trail,2
10299148,Onion Valley Campground to Rae Lakes via Kearsarge Pass,4
10350229,Vernal Fall Foot Bridge via Mist and John Muir Trail,2
10025376,Joshua Tree National Park Scenic Drive,4
10006546,Don Cecil Trail,4
10027103,Manzanita Creek Trail,3
10352647,Mariposa Cabin Trail,2
10307007,"Old Pinnacles, Balconies Cliffs, Juniper Canyon, High Peaks and Bench Trail Loop",3
10259543,Tuolumne River Trail,2
10267195,Scorpion Canyon Loop Trail,2
10035728,Waterwheel Falls Trail,4
10111580,May Lake to Glen Aulin Trail,4
10290403,California Riding and Hiking Trail,4
10292110,Horseshoe Meadows to Mount Whitney and Whitney Portal Trailhead via New Army Pass,4
10032046,McGurk Meadow Trail,2
10257664,Lukens Lake Trail,2
10002869,Mount Harkness Loop Trail,3
10003612,Fall Canyon Trail,3
10031731,Dolason Prairie Trail,3
10305334,Skull Rock Discovery Trail,1
10029806,Sugar Pine Trail,2
10035931,Lassen Volcanic National Park Scenic Drive,4
10036219,Waterwheel Falls and the Grand Canyon of the Tuolumne Trail,4
10027548,Bear Hill Trail,2
10007207,Sequoia Lake Trail,3
10039816,The High Sierra Camp Loop Trail,4
10299947,"Mirror Lake, Snow Creek, and Upper Yosemite Falls Loop",4
10263524,Klamath Overlook,2
10011681,Sawtooth Pass Trail to Columbine Lake,4
10038186,Hidden Valley Campground to Barker Dam Nature Trail,2
10362147,Glacier Point to Union Point,2
10032919,Echo Pass and Inyo Mine OHV Loop,3
10296372,Lembert Dome from Tuolomne Meadows Lodge Road,2
10304324,Del Norte and Montanon Trail to Scorpion Campgroud,4
10033146,Garfield Grove Trail,4
10028652,"Dewey, Crocker, and Stanford Point via the Pohono Trail",3
10036245,Lookout Peak Hike,2
10008108,Alder Creek Loop Trail,4
10034193,Nelson Lake Trail,4
10392957,Panoramic Point,1
10235988,Little Nellie Falls Trail,3
10311335,Glacier Point to Half Dome,4
10267411,Cathedral Lakes to Clouds Rest,4
10295748,Alder Creek Falls,1
10034226,Granite Lake and Granite Pass Trail,4
10290389,Tamarack Flat to El Capitan,4
10234765,Eureka Peak Trail,4
10273123,North Dome Trail via Upper Yosemite Falls Trail,4
10312302,Zabriskie Point and Gower Gulch Path Loop,2
10010668,Timber Gap Trail,4
10269468,Samuelsons Rocks Trail,2
10210284,Oasis of Mara Nature Trail,1
10290416,"Butte Lake, Snag Lake, Twin Lake, Silver Lake Loop",4
10027026,Harmony Borax Works,1
10270274,Corkscrew Peak,3
10260560,Clark Range Circuit,4
10029817,Cold Springs Nature Trail,2
10238799,Porcupine Wash Ruby Lee Mill Site Trail,3
10311400,Tunnel View to Dewey Point,4
10264890,"Summit, Horshoe, Snag, Cinder Cone, Rainbow, Twin, and Echo Lakes Loop",4
10026761,Crown Prince Lookout Trail,2
10294720,Juniper Canyon Trail to High Peaks Trail Loop,3
10290742,Kings Canyon National Scenic Byway,4
10111583,Vogelsang Camp to Merced Lake Trail,4
10035755,Paradise Ridge Trail,3
10259141,Sneakeye Spring Trail,1
10271978,Mount Gould Trail,4
10261263,Willow Canyon Trail,2
10009688,Evelyn Lake Trail,4
10262809,Deadman Canyon Backpack Trip,4
10264894,"Summit Lake, Horshoe Lake, Snag Lake, Cinder Cone, Twin Lakes, and Echo Lake loop",4
10263504,Berry Glen and Lady Bird Grove Trail,3
10032039,Crane Flat Lookout Trail,2
10024378,Saline Valley Hot Spring,1
10028861,Rainbow Lake Trail,3
10236194,Flint Ridge Section Trail,3
10236152,Shadow Lake Trail,2
10029615,California Riding and Hiking Trail: Keys View Road to Pinto Basin Road,3
10260246,Old Big Oak Flat Access Road,2
10272192,Bajada Nature Walk,1
10313001,Mount Lyell,4
10029617,Lucky Boy Vista Trail to Elton Mine,2
10111581,Merced Lake to Sunrise Camp Trail,4
10027504,Merced Lake Trail,4
10257681,Beehive Meadow Trail,4
10269520,Middle Fork Kaweah Trail,4
10253849,Hospital Rock to Potwisha Trail,2
10269470,Mount Bob Loop from Indian Cove Campground,2
10034192,The Clark Range and Red Peak Pass Trail,4
10468262,Bullfrog Lake,4
10303635,Yosemite Falls Trail to North Dome,4
10027495,Lukens Lake from White Wolf,2
10040316,Vogelsang Lake and Volesang Pass Trail,4
10236121,Mill Creek Horse Trail,3
10272440,Big Pine Trail,3
10028939,Last Chance California Coastal Trail,1
10033206,Racetrack Valley OHV Road,4
10311716,"Mist Trail, Cloud Rest, May Lake and Snow Creek Loop",4
10312633,Eagle and Mosquito Lakes,3
10310779,Quail Mountain via Juniper Flats,4
10037358,Texas Springs Trail,2
10041482,Reflection Lake Trail,1
10331144,High Peaks Trail to Old Pinnacles Trail to Condor Gulch Trail Loop,4
10020785,Goler Canyon OHV Road,4
10288911,Dewey Point Trail,2
10259682,Mariposa Grove to Wawona Lodge,4
10029590,Death Valley West Side OHV Road,3
10307674,Stubby Springs Loop,3
10027353,Brooklyn Mine OHV Trail,3
10290539,"Snow Creek Falls, Tenaya Lake, Yosemite Valley via JMT",4
10273341,Pinto Mountain Trail,4
10001110,Mono Meadow Trail,3
10267018,Mount Tyndall Trail,4
10026953,Bobcat Point Loop,1
10032037,Lookout Point Trail,2
10301566,Ubeheh Crater Path,1
10326312,"Porcupine Creek to Indian Rock, North Dome, and Columbia Rock via Tioga Pass Road",4
10314256,"Upper Yosemite Falls, North Dome, Indian Rock, Snow Creek",4
10259066,Conejo Well and Eagle Mountains Trail,3
10269533,Young Lakes via Dog Lake Trail,4
10289662,John Muir Trail: Tuolume Meadows to Donohue Pass,4
10257674,Mono and Parker Pass Trail to Spillway Lake,3
10266420,Condor Gulch Overlook Loop via Peaks View Area,3
10291591,Devastated Area Interpretive Trail,1
10029965,Crumbaugh Lake via Cold Boiling Lake Trail,2
10259020,North Rim Trail,4
10292318,Cathedral Lakes Trailhead to Yosemite Valley via Half Dome,4
10018603,Eureka Dunes,2
10025307,Cueva Valdez to Arch Rock Trail,3
10364031,"King Creek Falls, Bench and Seaford Lakes",3
10019022,Kings River Trail,2
10004912,Bench Trail,2
10021822,Harden Lake Trail,3
10265884,John Muir Trail: Yosemite Valley to Tenaya Lake,4
10259119,Jack Main Canyon and Tilden Lake Trail,4
10269462,Quail Mountain Trail,4
10292701,Butte Lake to Snag Lake loop,4
10345361,King's Creek Falls to Devil's Kitchen,4
10253027,Father Crowley Vista,1
10259017,Wonderland Wash,2
10259104,Buena Vista Crest Trail to Royal Arch Lake,4
10036285,The Grandstand via Racetrack Trail,1
10029957,Diamond Peak Trail,2
10271302,Joshua Tree West Side Trail,2
10019019,Koip Peak Trail,4
10320433,Redwood Canyon to Redwood Creek,4
10038352,Ottoway Lakes Trail,4
10299877,Old Big Oak Flat to Yosemite Falls,4
10354077,Tuolumne Meadows lodge to Vogelsang Camp,3
10019002,Laurel Lake Trail,4
10259018,Tioga Road to Yosemite Falls and Eagle Peak,4
